"name","description","make","model","type","year","price","engine","cylinders","fuel","mileage","transmission","trim","body","doors","exterior_color","interior_color","drivetrain"
"2024 Acura MDX Base","White 2024 Acura MDX 3.5L 10-Speed Automatic V6 MDX 3.5L, 4D Sport Utility, V6, 10-Speed Automatic, FWD, White.Acura of Memphis is not just your Memphis Acura dealership. We also provide a full line of services dedicated to our customers. These services include Acura car repairs performed by expert mechanics, to OEM Acura auto parts, to car loans, Acura of Memphis is the smart choice for your automotive needs. Customer Service is #1 here at Acura of Memphis.","Acura","MDX","New","2024","51645","24V GDI SOHC","6","Gasoline","5","10-Speed Automatic","Base","SUV","4","White",,"Front-wheel Drive"
"2024 RAM 3500 Tradesman","
      
        Bright White Clearcoat 2024 Ram 3500 Tradesman 4WD 6-Speed Automatic I6 CLEAN AND SANITIZED.Live in Texas NO PROBLEM! We have no added taxes or fees for you Texans! We just want to save you money on your next new ride!Freedom Chrysler Dodge Jeep Ram FIAT Durant- Just a few minutes north of the Texas border in Southern Oklahoma is a family owned company that has been in the business for decades. Our experienced sales staff can point you in the right direction based on your individual vehicle needs. We also offer competitive financing, top tier service and a fully stocked inventory. We're defining how our customers buy and own vehicles and it's working.
      
    ","RAM","3500","New","2024","63223","24V DDI OHV Turbo Diesel","6","Diesel","13","Automatic","Tradesman","Pickup Truck","4","Bright White Clearcoat","Black","Four-wheel Drive"
"2023 Dodge Durango Pursuit","DB Black Crystal Clearcoat 2023 Dodge Durango Pursuit AWD 8-Speed Automatic HEMI 5.7L V8 Multi Displacement VVT","Dodge","Durango","New","2023","47785","16V MPFI OHV","8","Gasoline","32","8-Speed Automatic","Pursuit","SUV","4","DB Black Crystal Clearcoat","Black","All-wheel Drive"
"2024 Nissan Murano Platinum","
      
        Delivers 28 Highway MPG and 20 City MPG! This Nissan Murano delivers a Regular Unleaded V-6 3.5 L/213 engine powering this Variable transmission. DEEP OCEAN BLUE PEARL, CASHMERE, SEMI-ANILINE LEATHER-APPOINTED SEAT TRIM -inc: diamond-quilted inserts, [N11] ILLUMINATED KICK PLATES. This Nissan Murano Features the Following Options [M92] CARGO PACKAGE -inc: Cargo Area Protector, Retractable Cargo Cover, Cargo Net, First Aid Kit , [N10] ILLUMINATED KICK PLATES -inc: VPC installed accessory, [L92] CARPETED FLOOR MATS CARPETED CARGO MAT, [B93] REAR BUMPER PROTECTOR, [B92] SPLASH GUARDS (B92), Window Grid And Roof Mount Diversity Antenna, Wi-Fi Hotspot Selective Service Internet Access, Wheels: 20 Unique Dark Hyper Silver, Valet Function, Turn-By-Turn Navigation Directions. Visit Us Today Stop by Gates GMC Nissan Buick located at 143 Boston Post Rd, North Windham, CT 06256 for a quick visit and a great vehicle! - For more information on this or any other Gates GMC Nissan vehicle go to www.gatesgmcnissan.com.#gatesgetsit #wetakeanythingintrade #goatsboatstrainsplanes #2yrsfreemaintenance. Price includes all manufacturer rebates.
      
    Goats, Boats, Trains, and Planes. You Name It, We Will Trade It. Here at Gates GMC Buick Nissan and NV. First 4 Oil Changes are included with the purchase of any new and pre-owned vehicle. Give us a call today at 800-917-5916","Nissan","Murano","New","2024","46000","24V MPFI DOHC","6","Gasoline","5","Automatic CVT","Platinum","SUV","4","Deep Ocean Blue","Beige","All-wheel Drive"
"2024 GMC Yukon XL Denali","","GMC","Yukon XL","New","2024","96410","6.2L V-8 gasoline direct injection, variable valve contr","8","Gasoline","0","Automatic","Denali","SUV","4","Summit White","Teak/Light Shale","Four-wheel Drive"
"2024 Nissan Rogue SL","2024 Nissan Rogue SLAWD.MatthewsBuysCars.com - We’ll buy your car Fast and Fair, even if you don’t buy ours!","Nissan","Rogue","New","2024","41180","o 1.5L I-3 gasoline direct injection, DOHC, CVTCS variabl","3","Gasoline","3","Automatic","SL","SUV","4","Boulder Gray Pearl","Charcoal","All-wheel Drive"
"2024 Dodge Hornet R/T","
      
        WE ACCEPT ALL MAKE AND MODEL TRADE IN VEHICLES. JUST WANT TO SELL YOUR CAR? WE BUY EVERYTHING! 2024 Dodge Hornet R/T Factory MSRP: $44,720 AWD 1.3L I4 Complimentary 3 Month / 3,000 Mile Powertrain Warranty INCLUDED!!!, 1.3L I4. DISCLAIMER: Advertised pricing does not include dealership documentation fee, tax, title, licensing or registration. Dealership installed accessories extra. See dealer for details. Vehicle pricing, incentives, options (including standard equipment), and technical specifications listed for this vehicle may not match the exact vehicle displayed. Please confirm with a sales representative the accuracy of this information.
      
    ","Dodge","Hornet","New","2024","44720","16V GDI DOHC Turbo Hybrid","4","Hybrid","5","6-Speed Automatic","R/T","SUV","4","Blue Steel","Black","All-wheel Drive"
"2024 Jeep Grand Cherokee L Limited","
      
        Recent Arrival! Diamond Black Crystal Pearlcoat 2024 Jeep Grand Cherokee L Limited 3.6L V6 24V VVT 4WD Reclining 3rd row seat, 7 & 4 Pin Wiring Harness, Auto High-beam Headlights, Class IV Receiver Hitch, Heated front seats, Heated rear seats, Heated steering wheel, Memory seat, ParkView Rear Back-Up Camera, Power driver seat, Power Liftgate, Radio: Uconnect 5 Nav w/10.1 Display, Remote keyless entry, Steering wheel mounted audio controls, Trailer Hitch Zoom, Trailer Tow Package. Disclaimer: Pricing is inclusive of all applicable manufacturer incentives and may not be combined with other exclusive offers. See dealer for details. New vehicle pricing includes all offers and incentives. Tax, Title, and Tags are not included in the vehicle prices shown and must be paid by the purchasers. While great efforts are made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by calling us at 352-490-4969 or by visiting us at the dealership. Price excludes tax, tag, title, registration, any dealer-installed accessories and dealer-provided benefits, a pre-delivery service fee of $898.50, and an Electronic Registration Filing Fee of $125, which charges represent costs and profits to the dealer for items such as inspecting, cleaning, and adjusting vehicles and preparing documents related to the sale. New vehicle pricing excludes Dealer Installed Accessories which may include Tint, Nitro, Wheel Locks, Lift Kits, Tires, and other dealer accessories. All prices, specifications, and availability are subject to change without notice. All advertised pricing is on in-stock units only and includes all applicable dealer discounts, manufacturer discounts, and incentives. Certain offers and incentives presume financing through the Manufacturer Captive Lender, subject to approved credit. Should you purchase the vehicle through the use of other funds or through other lending sources, certain offers and incentives may be excluded. Due to supply chain challenges and limited inventory, vehicles may be subject to an additional market adjustment depending on inventory production, availability, and market conditions. Please see the dealer for details. Pricing provided may vary significantly between the website and the dealer as a result of supply chain constraints. The pricing shown is non-binding and does not constitute an offer. Contact the dealer for updated vehicle pricing. CUSTOMER MUST FINANCE WITH THE DEALERSHIP TO RECIEVE THIS INCENTIVE Customers that trade a 2014 model year vehicle or newer with under 100,000 miles will receive this incentive towards their trade allowance.
      
    It's Cheaper in Chiefland!","Jeep","Grand Cherokee L","New","2024","49390","OHV","6","Gasoline",,"8-Speed Automatic","Limited","SUV","4","Diamond Black","Global Black","Four-wheel Drive"
"2024 Jeep Compass Latitude","
      
        The 2024 Jeep Compass Latitude is a versatile and well-equipped 4D Sport Utility designed for adventure seekers. Let's dive into its impressive features:4X4 / Four-Wheel Drive: Tackle rugged terrain with confidence, whether you're exploring off-road trails or navigating through challenging weather conditions.Keyless Go / Push Button Start: Conveniently start your Compass with the push of a button, eliminating the need for traditional keys.Rear Vision Back-Up Camera: Safely maneuver in reverse with the assistance of the rearview camera, providing a clear view of obstacles behind you.Apple CarPlay and Google Android Auto: Seamlessly integrate your smartphone for hands-free calling, messaging, and access to your favorite apps.Blind Spot Monitor: Stay aware of vehicles in your blind spots, enhancing safety during lane changes.Lane Keep Assist with Lane Departure Warning: Receive alerts and gentle steering corrections to help you stay centered within your lane.10 Touchscreen Display: Enjoy an intuitive interface for navigation, entertainment, and vehicle settings.Bluetooth Phone Connectivity and Streaming Audio: Stay connected while on the go, making calls and streaming music wirelessly.Remote Engine Start: Precondition your Compass by starting the engine remotely, ensuring a comfortable cabin temperature.Remote Keyless Entry: Easily lock and unlock your vehicle without removing the key fob from your pocket.Smartphone Integration: Sync your phone seamlessly with the Compass for enhanced functionality.17 x 7 Aluminum Wheels: Stylish and durable wheels that complement the Compass's design.ParkView Rear Back-Up Camera: Provides a live view of the area behind your vehicle when reversing.Premium Cloth/Vinyl Bucket Seats: Comfortable seating materials for both short commutes and long journeys.Uconnect 5 w/10.1 Display: Access infotainment features, navigation, and more on the large touchscreen.Security System: Protect your Compass from unauthorized access.Roof Rack: Rails Only: Carry additional gear or equipment on your adventures.Fully Automatic Headlights: Automatically adjust brightness based on ambient conditions.Traction Control: Maintain stability and grip during acceleration and cornering.The 2024 Jeep Compass Latitude combines rugged capability with modern technology, making it an excellent choice for those who seek both adventure and comfort on the roadBaltic Gray Metallic Clearcoat 2024 Jeep Compass Latitude 4WD 8-Speed Automatic 2.0L I4 DOHCPrice includes: $1500 - 2024 CDJR Southeast BC Retail Bonus Cash SECRA1. Exp. 04/30/2024 $500 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 04/30/2024 $500 - 2024 FIRST RESPONDER BONUS CONSUMER CASH 47CRA9. Exp.
      
    ","Jeep","Compass","New","2024","28860","16V GDI DOHC Turbo","4","Gasoline","9","8-Speed Automatic","Latitude","SUV","4","Metallic","Black","Four-wheel Drive"
"2024 Mercedes-Benz EQE 350+ Base","","Mercedes-Benz","EQE 350+","New","2024","76535","c",,"Electric","375","1-Speed Automatic","Base","Sedan","4","Polar White","Gray","Rear-wheel Drive"
"2024 Buick Envista Avenir","Bob Ross Buick GMC has been in business in the Dayton area for over 40 YEARS. We have received numerous AWARDS for service to our customers throughout the years. We have state-of-the-art, high-tech equipment in our SERVICE DEPARTMENT to keep all of your vehicles running at their peak performance. Stop in to Bob Ross today!","Buick","Envista","New","2024","31805","12V GDI DOHC Turbo","3","Gasoline",,"6-Speed Automatic","Avenir","SUV","4","Ocean Blue Metallic","Ebony","Front-wheel Drive"
"2024 Dodge Durango GT","
      
        NEW ARRIVAL TO ROME, GA!!! Vapor Gray 2024 Dodge Durango GT RWD 8-Speed Automatic 3.6L V6 24V VVT 10.1 Touchscreen Display, 3rd row seats: split-bench, 4G LTE Wi-Fi Hot Spot, 6 Speakers, Adaptive Cruise Control w/Stop, AM/FM radio: SiriusXM, Apple CarPlay, Apple CarPlay/Android Auto, Auto-Dimming Exterior Driver Mirror, Auto-dimming Rear-View mirror, Black Roof Rails, Blind Spot w/Trailer Detection, Brake assist, Dual Remote USB Port - Charge Only, Electronic Stability Control, Exterior Mirrors w/Heating Element, Exterior Mirrors w/Memory, Floor Console w/Leather Armrest, Front Center Armrest w/Storage, Full Speed Forward Collision Warning Plus, Fully automatic headlights, Google Android Auto, GPS Antenna Input, HD Radio, Heated door mirrors, Heated front seats, Heated Second Row Seats, Heated steering wheel, Heavy-Duty Engine Cooling, Integrated Center Stack Radio, Integrated Roof Rail Crossbars, Integrated Voice Command w/Bluetooth, Leather steering wheel, Leather Trimmed Bucket Seats, Leather Wrapped Door Panels, LED Auxiliary Low Beam & Turn Signal, ParkView Rear Back-Up Camera, Power 6x9 Multi-Function Foldaway Mirrors, Power 8-Way Driver Memory 8-Way Passenger Seats, Power driver seat, Power Driver/Passenger 4-Way Lumbar Adjust, Power Liftgate, Power steering, Power Sunroof, Power windows, Radio/Driver Seat/Mirrors Memory, Radio: Uconnect 5 Nav w/10.1 Display, Ventilated Front Seats.Recent Arrival! 19/26 City/Highway MPGPlease call or text to check availability and for additional options. Price includes: $2950 - 2024 DODGE National Power Dollars Bonus Cash 39CR1. Exp. 06/03/2024
      
    If you're looking for a new Chrysler, Dodge, Jeep or RAM we are the only place to shop. We have a large inventory with a beautiful selection that will be sure to fit your budget. Don't shop anywhere else- University CDJR is the dealership for you. Making shopping a convenience instead of a hassle. Don't forget to read our reviews!","Dodge","Durango","New","2024","44160","24V MPFI DOHC","6","Gasoline","12","8-Speed Automatic","GT","SUV","4","Vapor Gray","Black","Rear-wheel Drive"
